Date,Open,High,Low,Close,Adj Close,Volume,Hit
2/2/2015,37.700001,48.5,36.919998,48.009998,48.009998,229829400,0
2/9/2015,46.73,48.82,45.57,48.5,48.5,137093900,0
2/16/2015,48.200001,49.880001,47.360001,49.110001,49.110001,71029100,0
2/23/2015,49.02,50.009998,47.959999,48.080002,48.080002,72552800,0
3/2/2015,48.259998,48.799999,46.41,46.75,46.75,69459900,0
3/9/2015,47.220001,48.080002,45.130001,46.66,46.66,68608000,0
3/16/2015,46.900002,49.150002,46.049999,48.439999,48.439999,71245100,33
3/23/2015,48.240002,51.869999,47.869999,50.009998,50.009998,125365900,0
3/30/2015,50.450001,51.689999,48.66,50.419998,50.419998,81920100,31
4/6/2015,50.029999,53.490002,49.869999,51.939999,51.939999,105138300,0
4/13/2015,51.990002,52.34,50.189999,50.66,50.66,68564000,0
4/20/2015,51.07,52.200001,50.240002,50.82,50.82,57306400,0
4/27/2015,50.84,52.540001,37.369999,37.84,37.84,306254100,31
5/4/2015,38.720001,38.959999,36.52,37.59,37.59,114990000,32
5/11/2015,37.580002,38.200001,37,37.099998,37.099998,69256400,0
5/18/2015,37.099998,37.939999,36.389999,36.599998,36.599998,88863300,0
5/25/2015,36.669998,37.330002,36.099998,36.669998,36.669998,61959600,0
6/1/2015,36.689999,37.790001,36.16,37,37,72727400,0
6/8/2015,36.91,37.25,35.549999,35.900002,35.900002,119848800,0
6/15/2015,35.240002,36.279999,33.509998,35.860001,35.860001,163188700,0
6/22/2015,35.950001,36.200001,34.669998,35.259998,35.259998,88513600,0
6/29/2015,34.470001,36.419998,34.150002,35.720001,35.720001,92654900,0
7/6/2015,35.169998,36.049999,34.310001,34.91,34.91,65789900,0
7/13/2015,34.990002,38.82,34.75,35.669998,35.669998,109723700,33
7/20/2015,35.75,36.75,35.209999,35.419998,35.419998,57606800,33
7/27/2015,35.110001,36.669998,30.85,31.01,31.01,222846700,32
8/3/2015,30.85,31.09,26.870001,27.040001,27.040001,135765500,33
8/10/2015,28.09,29.889999,27.82,29.059999,29.059999,120303100,32
8/17/2015,29.190001,29.34,25.51,25.870001,25.870001,88175100,31
8/24/2015,23.610001,26.93,21.01,26.83,26.83,105520900,0
8/31/2015,27.639999,29,26.77,28.15,28.15,100993000,31
9/7/2015,28.15,28.200001,26.42,27.389999,27.389999,58573700,0
9/14/2015,27.209999,28.25,26.799999,27.959999,27.959999,65022100,61
9/21/2015,27.98,28.09,25.139999,25.290001,25.290001,70764700,0
9/28/2015,24.959999,27.33,24.34,26.309999,26.309999,110578400,0
10/5/2015,26.99,31.5,26.33,30.85,30.85,160653500,0
10/12/2015,30.299999,31.4,28.379999,31.15,31.15,164360000,29
10/19/2015,31.15,31.6,28.65,30.280001,30.280001,107324700,0
10/26/2015,30.629999,31.870001,27.76,28.459999,28.459999,205210000,0
11/2/2015,28.540001,30.15,28.049999,28.280001,28.280001,83041300,0
11/9/2015,28.07,28.209999,25.16,25.18,25.18,81867600,0
11/16/2015,25.33,26.700001,24.9,26.27,26.27,64565000,0
11/23/2015,26.110001,26.41,25.02,25.75,25.75,45844800,0
11/30/2015,25.780001,26.059999,24.91,25.02,25.02,85237400,0
12/7/2015,24.99,26.25,23.540001,24.84,24.84,106184100,0
12/14/2015,24.68,24.940001,22.66,22.99,22.99,106169100,0
12/21/2015,23.02,23.059999,21.99,22.969999,22.969999,57656700,0
12/28/2015,22.9,23.32,22.15,23.139999,23.139999,59689200,0
1/4/2016,22.639999,23,19.6,19.98,19.98,89028400,0
1/11/2016,20.120001,20.41,17.27,17.940001,17.940001,133482300,24
1/18/2016,18.18,19.040001,15.48,17.84,17.84,135444500,0
1/25/2016,16.799999,17.620001,16.4,16.799999,16.799999,106203500,0
2/1/2016,17.889999,18.77,15.55,15.72,15.72,148398400,0
2/8/2016,15.51,15.94,13.91,15.88,15.88,166819200,0
2/15/2016,16.09,18.879999,15.67,18.309999,18.309999,101714100,0
2/22/2016,18.620001,18.959999,17.110001,17.940001,17.940001,116164800,24
2/29/2016,17.959999,20.32,17.59,19.360001,19.360001,107256200,24
3/7/2016,19.110001,19.73,16.379999,16.809999,16.809999,112338400,0
3/14/2016,16.809999,17.379999,16.129999,16.85,16.85,99246800,0
3/21/2016,16.83,17.049999,15.57,15.91,15.91,55037600,24
3/28/2016,15.98,16.84,15.33,15.98,15.98,90356400,0
4/4/2016,16,17.83,15.96,16.65,16.65,145109900,0
4/11/2016,16.74,17.91,16.15,17.58,17.58,84207200,0
4/18/2016,17.709999,17.77,16.68,17.23,17.23,88314200,0
4/25/2016,17.200001,17.98,14.32,14.62,14.62,210197200,0
5/2/2016,14.73,14.98,13.9,14.4,14.4,144067600,0
5/9/2016,14.28,14.86,14,14.1,14.1,72363800,0
5/16/2016,14.09,14.59,14.04,14.43,14.43,75829200,0
5/23/2016,14.4,15.1,13.73,15.1,15.1,121698000,26
5/30/2016,15.12,15.49,14.62,15.2,15.2,71157400,0
6/6/2016,15.22,15.45,14,14.02,14.02,77768400,25
6/13/2016,14.63,16.440001,14.51,16.1,16.1,189964600,26
6/20/2016,16.34,17.07,16.049999,16.440001,16.440001,108687300,25
6/27/2016,16.290001,17.5,15.46,17.280001,17.280001,95270600,0
7/4/2016,17.25,18.16,16.76,18.08,18.08,69690800,0
7/11/2016,17.59,18.379999,17.5,18.08,18.08,102746500,0
7/18/2016,18.290001,18.9,17.76,18.370001,18.370001,105591100,0
7/25/2016,18.43,18.700001,15.69,16.639999,16.639999,205845500,0
8/1/2016,16.65,18.58,16.200001,18.26,18.26,154048200,0
8/8/2016,18.25,19.83,17.93,19.540001,19.540001,122670300,0
8/15/2016,19.85,21.1,18.76,18.98,18.98,169755900,0
8/22/2016,18.950001,18.969999,18.1,18.299999,18.299999,72878100,0
8/29/2016,18.389999,20.139999,18.299999,19.549999,19.549999,114052800,0
9/5/2016,19.74,20.65,17.92,18.110001,18.110001,126480200,0
9/12/2016,17.959999,19.25,17.52,19.110001,19.110001,105118000,24
9/19/2016,19.219999,22.889999,18.129999,22.620001,22.620001,264058000,0
9/26/2016,21.790001,23.98,21.65,23.049999,23.049999,249291700,0
10/3/2016,23.780001,25.25,19.6,19.85,19.85,271567100,37
10/10/2016,17.49,18.24,16.280001,16.879999,16.879999,270022800,0
10/17/2016,16.76,18.35,16.43,18.09,18.09,135201200,0
10/24/2016,17.6,18.370001,17.07,17.66,17.66,202671800,0
10/31/2016,17.65,18.34,17.26,18.02,18.02,110991400,0
11/7/2016,18.110001,19.299999,17.77,18.549999,18.549999,126543700,23
11/14/2016,18.75,19.51,18.5,18.73,18.73,86322800,0
11/21/2016,18.719999,18.91,18.030001,18.059999,18.059999,48617600,0
11/28/2016,18,18.83,17.74,17.93,17.93,85258000,0
12/5/2016,17.959999,19.84,17.870001,19.65,19.65,93997700,22
12/12/2016,19.48,19.700001,18.530001,18.629999,18.629999,70325000,25
12/19/2016,18.6,18.700001,16.16,16.5,16.5,109590400,0
12/26/2016,16.52,16.870001,16.219999,16.299999,16.299999,55212500,0
1/2/2017,16.309999,17.43,16.209999,17.17,17.17,58748700,0
1/9/2017,17.219999,17.780001,16.959999,17.25,17.25,57082800,0
1/16/2017,17.07,17.15,16.459999,16.58,16.58,53408200,22
1/23/2017,16.57,17.07,16.33,16.57,16.57,57451500,0
1/30/2017,16.57,17.92,16.41,17.610001,17.610001,99212100,22
2/6/2017,17.700001,18.77,15.5,15.58,15.58,259841100,0
2/13/2017,15.63,16.889999,15.51,16.620001,16.620001,135072200,22
2/20/2017,16.639999,16.690001,15.85,15.98,15.98,54077300,21
2/27/2017,15.93,16.129999,15.59,15.75,15.75,70280600,0
3/6/2017,15.75,15.78,14.94,15.12,15.12,65506200,0
3/13/2017,15.1,15.58,14.85,15.08,15.08,65811500,0
3/20/2017,15.11,15.37,14.32,15.14,15.14,79832300,0
3/27/2017,15.02,15.17,14.7,14.95,14.95,53230000,22
4/3/2017,14.97,14.98,14.25,14.29,14.29,60738800,22
4/10/2017,14.3,14.78,14.2,14.3,14.3,41085200,22
4/17/2017,14.3,14.79,14.12,14.63,14.63,57718600,22
4/24/2017,14.7,16.790001,14.56,16.48,16.48,179416600,0
5/1/2017,17.139999,18.889999,16.969999,18.690001,18.690001,181515800,0
5/8/2017,18.68,19.049999,18.16,18.610001,18.610001,75986300,0
5/15/2017,18.690001,19.790001,17.969999,18.35,18.35,124502900,0
5/22/2017,18.35,18.52,17.83,18.23,18.23,63713700,0
5/29/2017,18.209999,18.719999,18.08,18.309999,18.309999,58169600,0
6/5/2017,18.290001,18.34,16.450001,16.9,16.9,81089700,0
6/12/2017,16.73,17.219999,16.27,16.67,16.67,68233600,0
6/19/2017,16.77,18.629999,16.75,18.5,18.5,89134200,0
6/26/2017,18.549999,19.01,17.23,17.870001,17.870001,81789900,0
7/3/2017,17.940001,18.58,17.41,18.02,18.02,49951400,0
7/10/2017,18.049999,19.969999,17.77,19.639999,19.639999,95078600,0
7/17/2017,19.799999,20.879999,19.41,20.110001,20.110001,93272700,24
7/24/2017,20.280001,20.620001,16.5,16.75,16.75,167990700,23
7/31/2017,16.6,16.620001,15.91,16.290001,16.290001,101029400,0
8/7/2017,16.379999,16.48,15.67,15.92,15.92,49386000,47
8/14/2017,16.15,16.360001,15.77,15.99,15.99,48785600,0
8/21/2017,16,17.07,15.93,16.65,16.65,60196300,0
8/28/2017,16.610001,17.1,16.58,16.860001,16.860001,42223200,22
9/4/2017,16.82,17.459999,16.440001,17.450001,17.450001,49107400,22
9/11/2017,17.469999,18.49,17.27,18.01,18.01,69461600,0
9/18/2017,18.01,18.09,17.35,17.610001,17.610001,42029700,0
9/25/2017,17.6,17.719999,16.57,16.870001,16.870001,51678000,0
10/2/2017,16.799999,18.290001,16.780001,17.85,17.85,76526400,0
10/9/2017,17.82,18.790001,17.389999,18.629999,18.629999,75525000,22
10/16/2017,18.59,18.610001,17.65,17.870001,17.870001,46255700,0
10/23/2017,17.940001,21.959999,17.030001,21.68,21.68,222223300,0
10/30/2017,21.4,21.780001,19.52,19.9,19.9,127632100,0
11/6/2017,19.780001,20.58,19.26,20.32,20.32,100693200,0
11/13/2017,20.16,20.790001,19.73,20.76,20.76,60730900,0
11/20/2017,20.780001,22.48,20.700001,22.42,22.42,63905500,0
11/27/2017,22.360001,22.4,20.120001,20.709999,20.709999,88295000,0
12/4/2017,20.85,21.450001,20.23,21.1,21.1,63035500,0
12/11/2017,21.1,23.24,21.1,22.23,22.23,100856700,0
12/18/2017,23.23,25.559999,23.129999,24.459999,24.459999,151405000,0
12/25/2017,24.26,24.6,23.91,24.01,24.01,39409600,0
1/1/2018,24.07,24.68,23.690001,24.32,24.32,60736500,21
1/8/2018,24.370001,25.85,23.76,25.41,25.41,89555600,0
1/15/2018,25.58,25.709999,23.5,23.66,23.66,87995500,0
1/22/2018,23.17,24.35,22.040001,24.27,24.27,146703900,21
1/29/2018,24.4,27.33,24.1,25.92,25.92,225654300,21
2/5/2018,25.370001,35,24.1,31.51,31.51,339089800,21
2/12/2018,31.440001,34.380001,30.639999,33.060001,33.060001,193914700,0
2/19/2018,32.880001,34.060001,31.629999,32.66,32.66,98823500,0
2/26/2018,32.700001,33.029999,31.26,33,33,106441800,0
3/5/2018,32.900002,35.84,32.580002,35.349998,35.349998,135101900,0
3/12/2018,35.529999,36.799999,33.900002,35.580002,35.580002,119564200,0
3/19/2018,35.130001,35.740002,30.610001,31.030001,31.030001,203244500,0
3/26/2018,31.690001,32.470001,27.389999,29.01,29.01,190643800,22
4/2/2018,28.370001,29.33,26.6,28.1,28.1,112152100,0
4/9/2018,28.1,30.299999,28,28.76,28.76,97968100,0
4/16/2018,28.85,33.119999,28.360001,31.91,31.91,140801100,21
4/23/2018,32.509998,32.619999,28.139999,29,29,244971000,21
4/30/2018,28.620001,31.360001,28.43,31.040001,31.040001,135769800,0
5/7/2018,31.059999,33.779999,30.879999,32.75,32.75,94031300,22
5/14/2018,33.07,33.580002,32.209999,32.630001,32.630001,66095600,0
5/21/2018,33.02,34.029999,32.599998,33.630001,33.630001,74508000,0
5/28/2018,33.419998,36.689999,33.349998,36.650002,36.650002,80453500,0
6/4/2018,36.450001,41.259998,35.950001,41.209999,41.209999,320824900,0
6/11/2018,41.419998,47.790001,40.66,45.799999,45.799999,213368200,0
6/18/2018,45.34,46.919998,43.57,45.880001,45.880001,157337000,0
6/25/2018,45.470001,46.220001,42.490002,43.669998,43.669998,120753000,0
7/2/2018,43.060001,46.75,42.75,46.650002,46.650002,70853800,22
7/9/2018,46.740002,46.900002,42.080002,44.490002,44.490002,224655100,0
7/16/2018,44.299999,45.259998,42.740002,43.419998,43.419998,83476400,22
7/23/2018,43.450001,44.389999,33.900002,34.119999,34.119999,215597300,22
7/30/2018,34.169998,34.259998,31.07,31.959999,31.959999,228881300,22
8/6/2018,31.82,33.610001,31.450001,32.009998,32.009998,108398900,23
8/13/2018,32.040001,33.619999,31.950001,32.73,32.73,132758400,23
8/20/2018,32.790001,34.740002,32.200001,34.279999,34.279999,105648000,44
8/27/2018,34.66,36.150002,34.48,35.18,35.18,106576200,22
9/3/2018,34.75,35.130001,29.82,30.49,30.49,117126500,0
9/10/2018,30.5,31.440001,29.25,30.120001,30.120001,95648300,22
9/17/2018,29.049999,30.02,28.43,28.5,28.5,120968800,0
9/24/2018,28.33,29.690001,27.93,28.459999,28.459999,86671500,0
10/1/2018,28.51,29.120001,27.870001,28.389999,28.389999,107728500,22
10/8/2018,28.209999,29.57,26.190001,27.99,27.99,145455900,0
10/15/2018,27.85,30.24,27.59,28.83,28.83,102334800,0
10/22/2018,29.049999,33.669998,27.309999,32.360001,32.360001,213131200,0
10/29/2018,32.459999,35.639999,31.299999,34.299999,34.299999,169134600,21
11/5/2018,34.259998,35.119999,33.369999,34.080002,34.080002,81705800,0
11/12/2018,34,34.099998,31.469999,33.669998,33.669998,89531400,23
11/19/2018,33.560001,33.599998,29.940001,31.120001,31.120001,58953400,29
11/26/2018,31.6,33.099998,29.870001,31.450001,31.450001,123231500,44
