Date,Open,High,Low,Close,Adj Close,Volume,Hit
12/2/2013,1004.390015,1239.859985,576.030029,803.960022,803.960022,287321950,15
12/9/2013,803.960022,1067.699951,787.72998,919.880005,919.880005,118145521,11
12/16/2013,919.880005,924.940002,454.859985,639.48999,639.48999,189877198,11
12/23/2013,639.48999,836.830017,631.01001,784.960022,784.960022,66438809,8
12/30/2013,784.960022,1029.859985,770.969971,1014.73999,1014.73999,77180171,6
1/6/2014,1014.73999,1093.439941,858.900024,939.789978,939.789978,97998403,7
1/13/2014,939.789978,973.090027,867.219971,954.799988,954.799988,46118092,7
1/20/2014,954.799988,1038.060059,902.890015,1007,1007,49149107,7
1/27/2014,1007,1021.450012,909.460022,953.309998,953.309998,37730608,8
2/3/2014,953.309998,959.580017,622.530029,659.570007,659.570007,94540733,6
2/10/2014,659.570007,700.039978,220.369995,299.799988,299.799988,129629882,8
2/17/2014,299.799988,411.209991,91.660004,310.170013,310.170013,89001852,7
2/24/2014,310.170013,650,102.330002,544.559998,544.559998,23669764,12
3/3/2014,544.559998,695.440002,545.419983,627.049988,627.049988,8009757,10
3/10/2014,627.049988,640.789978,594.700012,619.140015,619.140015,14098853,5
3/17/2014,619.140015,622.48999,537.159973,551.159973,551.159973,15636011,5
3/24/2014,551.159973,575.419983,424.029999,446.920013,446.920013,14174912,5
3/30/2014,446.920013,487.350006,386.670013,455.690002,455.690002,10711241,4
4/6/2014,455.690002,485.059998,355.709991,427.600006,427.600006,13655901,4
4/13/2014,427.600006,549.049988,420.079987,498.51001,498.51001,27929309,3
4/20/2014,498.51001,524.669983,437.390015,443.179993,443.179993,20241780,3
4/27/2014,443.179993,464.48999,420.779999,436.049988,436.049988,11568791,3
5/4/2014,436.049988,459.459991,420.230011,433.230011,433.230011,8551230,3
5/11/2014,433.230011,455.940002,430.190002,450.140015,450.140015,5971585,3
5/18/2014,450.140015,575.190002,437.25,570.440002,570.440002,7752167,3
5/25/2014,570.440002,674.97998,555.280029,649.789978,649.789978,16586234,3
6/1/2014,649.789978,676.469971,602.099976,651.049988,651.049988,18406079,3
6/8/2014,651.049988,663.039978,560.849976,582.289978,582.289978,19756894,3
6/15/2014,582.289978,614.400024,580.450012,603.619995,603.619995,13622438,3
6/22/2014,603.619995,608.76001,565.849976,601.059998,601.059998,13164158,3
6/29/2014,601.059998,652.539978,596.549988,626.650024,626.650024,16775774,3
7/6/2014,626.650024,638.640015,607.320007,628.030029,628.030029,13000811,3
7/13/2014,628.030029,634.140015,610.01001,620.97998,620.97998,13676060,3
7/20/2014,620.97998,628.809998,593.25,595.030029,595.030029,15740353,3
7/27/2014,595.030029,603.98999,564.01001,588.940002,588.940002,17197963,3
8/3/2014,588.940002,608.200012,585.440002,592.059998,592.059998,11261502,2
8/10/2014,592.059998,593.619995,478.220001,485.5,485.5,17623841,3
8/17/2014,485.5,537.169983,449.950012,509.709991,509.709991,17396999,3
8/24/2014,509.709991,527.369995,478.309998,481.779999,481.779999,13726994,2
8/31/2014,481.779999,498.470001,470.540009,485.75,485.75,20568493,2
9/7/2014,485.75,491.040009,467.519989,477.73999,477.73999,21739814,2
9/14/2014,477.73999,479.279999,386.100006,401.619995,401.619995,29574296,2
9/21/2014,401.619995,445.51001,374.119995,379.079987,379.079987,42754260,3
9/28/2014,379.079987,395.179993,294.920013,322.859985,322.859985,50651017,3
10/5/2014,322.859985,384.609985,303.049988,373.170013,373.170013,63673380,3
10/12/2014,373.170013,407.73999,366.040009,387.279999,387.279999,49422884,2
10/19/2014,387.279999,388.23999,341.529999,348.670013,348.670013,35077379,2
10/27/2014,348.670013,356.350006,319.809998,322.549988,322.549988,30164831,2
11/3/2014,322.549988,362.209991,320.109985,362.040009,362.040009,32638532,2
11/10/2014,362.040009,480.450012,356.600006,385.609985,385.609985,80180044,3
11/17/2014,385.609985,412.329987,343.799988,365.850006,365.850006,54452647,2
11/24/2014,365.850006,395.730011,358.369995,374.929993,374.929993,93081329,2
12/1/2014,374.929993,384.869995,366.23999,376.470001,376.470001,54385281,2
12/8/2014,376.470001,377.359985,337.799988,349.350006,349.350006,72290340,3
12/15/2014,349.350006,351.220001,303.399994,322.630005,322.630005,89149572,3
12/22/2014,322.630005,339.320007,310.5,316.529999,316.529999,52732901,3
12/29/2014,316.529999,321.609985,255.869995,264.720001,264.720001,67305446,2
1/5/2015,264.720001,296.059998,262.890015,264.769989,264.769989,49949809,3
1/12/2015,264.769989,273.079987,157.289993,210.619995,210.619995,118552846,3
1/19/2015,210.619995,256.429993,203.419998,252.089996,252.089996,65946327,2
1/26/2015,252.089996,310.910004,209.710007,225.289993,225.289993,101561234,3
2/2/2015,225.289993,247.479996,214.350006,223.669998,223.669998,72757161,2
2/9/2015,223.669998,264.570007,214.440002,233.270004,233.270004,169541755,2
2/16/2015,233.270004,247.759995,228.009995,235.729996,235.729996,143893012,3
2/23/2015,235.729996,260.649994,231.330002,257.940002,257.940002,112048299,2
3/2/2015,257.940002,287.059998,256.149994,274.48999,274.48999,197095371,2
3/9/2015,274.48999,300.959991,273.790009,284.880005,284.880005,206090743,2
3/16/2015,284.880005,294.01001,247,268.570007,268.570007,182294919,2
3/23/2015,268.570007,271.01001,234.839996,242.080002,242.080002,162693937,2
3/29/2015,242.080002,260.26001,236.550003,259.640015,259.640015,113592950,2
4/5/2015,259.640015,261.450012,231.300003,235.850006,235.850006,109369222,2
4/12/2015,235.850006,236.75,214.270004,223.020004,223.020004,116865534,2
4/19/2015,223.020004,238.399994,214.139999,218.699997,218.699997,102329759,2
4/26/2015,218.699997,243.580002,216.600006,239.990005,239.990005,118849546,2
5/3/2015,239.990005,247.869995,228.240005,239.960007,239.960007,127517461,2
5/10/2015,239.960007,243.949997,232.360001,236.300003,236.300003,84780944,2
5/17/2015,236.300003,242.389999,231.270004,240.979996,240.979996,77375987,2
5/24/2015,240.979996,241.789993,229.130005,229.839996,229.839996,63114473,2
5/31/2015,229.839996,231.759995,220.970001,223.470001,223.470001,82415051,2
6/7/2015,223.470001,235.509995,222.990005,233.75,233.75,73654033,2
6/14/2015,233.75,258.480011,233.289993,244.100006,244.100006,134564460,3
6/21/2015,244.100006,251.589996,239.050003,248.880005,248.880005,74946192,2
6/28/2015,248.880005,274.140015,247.960007,270.140015,270.140015,113747578,2
7/5/2015,270.140015,315.880005,263.179993,310.440002,310.440002,134269232,3
7/12/2015,310.440002,310.880005,243.240005,273.179993,273.179993,152704828,3
7/19/2015,273.179993,293.279999,271.820007,291.769989,291.769989,90193426,2
7/26/2015,291.769989,296.679993,275.929993,281.359985,281.359985,97518184,2
8/2/2015,281.359985,285.660004,257.420013,263.869995,263.869995,95294823,2
8/9/2015,263.869995,271.5,254.570007,257.119995,257.119995,98833363,2
8/16/2015,257.119995,259.929993,214.289993,226.75,226.75,154680609,2
8/23/2015,226.75,234.809998,196.259995,228.399994,228.399994,158219435,2
8/30/2015,228.399994,243.639999,224.199997,239.860001,239.860001,94876583,2
9/6/2015,239.860001,246.380005,228.279999,230.190002,230.190002,96817011,2
