Date,Open,High,Low,Close,Adj Close,Volume,Hit
12/2/2013,399,399,381.369995,386.950012,386.950012,14663400,82
12/9/2013,388.109985,389.420013,379.5,384.23999,384.23999,13098600,76
12/16/2013,385.029999,404.720001,383.100006,402.200012,402.200012,15545800,74
12/23/2013,403.690002,405.630005,396.25,398.079987,398.079987,7895300,70
12/30/2013,399.410004,402.709991,392.450012,396.440002,396.440002,8831600,60
1/6/2014,395.850006,406.890015,388.420013,397.660004,397.660004,12185600,54
1/13/2014,397.980011,403.48999,388.450012,399.609985,399.609985,14969600,52
1/20/2014,403,408.059998,387.269989,387.600006,387.600006,12666400,51
1/27/2014,390.5,406.25,357.76001,358.690002,358.690002,36842300,49
2/3/2014,358.980011,361.799988,337.730011,361.079987,361.079987,27195300,48
2/10/2014,361.609985,365,346.320007,357.350006,357.350006,20954700,48
2/17/2014,355.279999,355.730011,344.380005,346.76001,346.76001,16868900,49
2/24/2014,345.190002,365.869995,343.290009,362.100006,362.100006,17990100,48
3/3/2014,358.73999,375.329987,354.480011,372.059998,372.059998,14557400,49
3/10/2014,372.690002,383.109985,363.609985,373.73999,373.73999,17799700,47
3/17/2014,375.720001,379,358.399994,360.619995,360.619995,15405800,47
3/24/2014,360.089996,361.5,330.880005,338.290009,338.290009,23193100,47
3/31/2014,342.399994,348.299988,315.609985,323,323,31307000,47
4/7/2014,320.98999,332.179993,309.5,311.730011,311.730011,32125800,45
4/14/2014,317.670013,328.660004,305.5,324.910004,324.910004,18276200,47
4/21/2014,323.970001,337.5,302.709991,303.829987,303.829987,35789500,46
4/28/2014,304,313.290009,288,308.01001,308.01001,33401400,47
5/5/2014,306.369995,310.230011,284.380005,292.23999,292.23999,22128600,47
5/12/2014,294.299988,305.600006,290.380005,297.700012,297.700012,18494700,46
5/19/2014,295.76001,312.350006,293.809998,312.23999,312.23999,15418400,46
5/26/2014,314.410004,314.869995,307.380005,312.549988,312.549988,14213800,46
6/2/2014,312.589996,330.880005,303.839996,329.670013,329.670013,19730400,49
6/9/2014,331.570007,340.720001,323.529999,326.269989,326.269989,18353500,49
6/16/2014,324.859985,338.899994,320.420013,324.200012,324.200012,23150000,52
6/23/2014,323.329987,329.730011,321.410004,324.570007,324.570007,12674900,47
6/30/2014,324.980011,338.299988,322.23999,337.48999,337.48999,10470500,48
7/7/2014,337.5,347,321.399994,346.200012,346.200012,20532400,49
7/14/2014,347.029999,359.679993,345.359985,358.660004,358.660004,20327800,49
7/21/2014,358.100006,364.850006,314.76001,324.01001,324.01001,32789800,50
7/28/2014,324.25,324.820007,304.589996,307.059998,307.059998,25418300,51
8/4/2014,308.839996,317.320007,308.5,316.799988,316.799988,14991400,52
8/11/2014,318.480011,335,316.880005,333.630005,333.630005,16640600,51
8/18/2014,335.480011,337.799988,330.799988,331.589996,331.589996,10192000,53
8/25/2014,333.209991,346.670013,332.709991,339.040009,339.040009,12766200,53
9/1/2014,339.980011,349.380005,337.160004,346.380005,346.380005,10392300,52
9/8/2014,344.540009,345.809998,326.390015,331.190002,331.190002,17549000,50
9/15/2014,330.910004,332.76001,319,331.320007,331.320007,20859400,51
9/22/2014,328.48999,329.48999,317.640015,323.209991,323.209991,14671300,50
9/29/2014,320.5,325.160004,311.309998,322.73999,322.73999,14241200,50
10/6/2014,323.5,324.130005,311.380005,311.390015,311.390015,15378300,50
10/13/2014,309.869995,313.200012,293.829987,303.640015,303.640015,22230000,50
10/20/2014,302.950012,318.980011,284,287.059998,287.059998,38759000,52
10/27/2014,285.700012,305.720001,285.019989,305.459991,305.459991,25011000,49
11/3/2014,306.23999,308.01001,292.290009,299.859985,299.859985,17749900,53
11/10/2014,300,332.880005,300,327.820007,327.820007,21359900,56
11/17/2014,326.440002,338.329987,318.029999,332.630005,332.630005,19519300,59
11/24/2014,334.779999,341.26001,331.279999,338.640015,338.640015,10354600,75
12/1/2014,338.119995,340.640015,310.839996,312.630005,312.630005,19971700,80
12/8/2014,311.570007,316.559998,301.140015,307.320007,307.320007,17351000,76
