"","pub_date","score"
"112","2016-07-07T00:00:00Z","39.135265"
"113","2016-07-07T00:00:00Z","113.95898"
"114","2016-07-07T00:00:00Z","10.2799835"
"115","2016-07-05T00:00:00Z","10.817657"
"116","2016-07-05T00:00:00Z","117.25006"
"117","2016-07-04T01:31:03+0000","42.65629"
"118","2016-07-02T19:36:36+0000","15.608035"
"119","2016-07-03T00:00:00Z","33.93287"
"120","2016-07-02T00:44:26+0000","127.58572"
"121","2016-01-24T00:00:00Z","6.0035367"
"122","2016-01-24T00:00:00Z","4.257268"
"123","2016-01-22T00:00:00Z","14.635321"
"124","2016-01-22T00:00:00Z","10.711459"
"125","2016-01-24T00:00:00Z","10.711459"
"126","2016-01-18T00:00:00Z","37.08746"
"127","2016-01-17T00:00:00Z","9.7502575"
"128","2016-01-17T00:00:00Z","4.684562"
"129","2016-01-15T00:00:00Z","93.423386"
"130","2016-01-14T00:00:00Z","12.760499"
"131","2015-08-24T10:32:55Z","20.83708"
"132","2015-08-23T00:00:00Z","13.598395"
"133","2015-08-21T00:00:00Z","130.38202"
"134","2015-08-19T12:31:30Z","112.86854"
"135","2015-08-18T12:11:30Z","112.47142"
"136","2015-08-23T00:00:00Z","9.30972"
"137","2015-08-17T00:00:00Z","7.8421993"
"138","2015-08-15T00:00:00Z","124.06965"
"139","2015-08-13T00:00:00Z","122.32855"
"140","2015-08-13T00:00:00Z","14.500977"
"141","2015-03-29T00:00:00Z","10.758123"
"142","2015-03-19T17:07:34Z","102.2742"
"143","2015-03-20T00:00:00Z","10.712694"
"144","2015-03-20T00:00:00Z","112.627556"
"145","2015-03-19T00:00:00Z","11.305499"
"146","2015-03-17T00:00:00Z","22.732262"
"147","2015-03-09T22:00:23Z","23.981997"
"148","2015-03-05T20:38:16+0000","15.277171"
"149","2015-03-04T00:00:00Z","11.351471"
"150","2015-03-01T21:00:18Z","11.364408"
"1","2015-03-01T00:00:00Z","9.784726"
"2","2015-02-21T00:00:00Z","8.491377"
"3","2015-02-21T00:00:00Z","10.757449"
"4","2015-02-21T00:00:00Z","13.740907"
"5","2015-02-20T00:00:00Z","23.585835"
"6","2015-02-20T00:00:00Z","12.106431"
"7","2015-02-12T11:17:05Z","91.7372"
"8","2015-02-12T00:00:00Z","111.15946"
"9","2015-02-11T18:26:08Z","98.33999"
"10","2015-02-11T07:15:09Z","7.310237"
"11","2014-10-22T12:42:29Z","16.373602"
"12","2014-10-22T06:30:42Z","111.17461"
"13","2014-10-22T00:00:00Z","9.697101"
"14","2014-10-19T00:00:00Z","10.295108"
"15","2014-10-19T00:00:00Z","11.431705"
"16","2014-10-19T00:00:00Z","26.035164"
"17","2014-10-16T14:46:46Z","17.347454"
"18","2014-10-16T00:00:00Z","23.504433"
"19","2014-10-15T00:00:00Z","16.227917"
"20","2014-10-11T00:00:00Z","89.21904"
"21","2014-04-19T00:00:00Z","36.54618"
"22","2014-04-18T00:00:00Z","13.618562"
"23","2014-04-18T00:00:00Z","17.064928"
"24","2014-04-16T08:13:11Z","7.841676"
"25","2014-04-16T00:00:00Z","21.589455"
"26","2014-04-16T00:00:00Z","15.2143755"
"27","2014-04-13T00:00:00Z","131.68724"
"28","2014-04-11T15:31:30+0000","17.540163"
"29","2014-04-11T08:59:34Z","11.963956"
"30","2014-04-11T00:00:00Z","11.96154"
"31","2013-12-11T16:54:29+0000","5.266205"
"32","2013-12-07T00:00:00Z","17.83837"
"33","2013-12-05T00:00:00Z","91.34071"
"34","2013-12-05T00:00:00Z","25.815643"
