"","Date","Open","High","Low","Close","Adj.Close","Volume","Hit","News"
"1","2013-12-02","46.900002","49.389999","46.259998","47.939999","47.939999","230543000","10","136"
"2","2013-12-09","48.09","53.5","47.740002","53.32","53.32","345675000","26","104"
"3","2013-12-16","53.25","55.889999","52.91","55.119999","55.119999","569450200","11","112"
"4","2013-12-23","55.5","58.580002","55.25","55.439999","55.439999","260481800","13","40"
"5","2013-12-30","54.93","55.650002","53.43","54.560001","54.560001","192824900","0","63"
"6","2014-01-06","54.419998","58.959999","54.049999","57.939999","57.939999","337445200","21","118"
"7","2014-01-13","57.91","58.57","55.380001","56.299999","56.299999","209568900","0","119"
"8","2014-01-20","56.599998","59.310001","54.400002","54.450001","54.450001","213174600","10","124"
"9","2014-01-27","54.73","63.369999","51.849998","62.57","62.57","453084400","10","115"
"10","2014-02-03","63.029999","64.57","60.700001","64.32","64.32","275328000","38","142"
"11","2014-02-10","64.300003","67.580002","63.349998","67.089996","67.089996","235230400","20","112"
"12","2014-02-17","66.940002","70.110001","65.730003","68.589996","68.589996","307758300","36","110"
"13","2014-02-24","68.739998","71.440002","67.379997","68.459999","68.459999","292457400","15","127"
"14","2014-03-03","66.959999","71.970001","66.510002","69.800003","69.800003","258358800","20","96"
"15","2014-03-10","70.769997","72.589996","67.459999","67.720001","67.720001","270938400","10","145"
"16","2014-03-17","68.18","69.599998","66.18","67.239998","67.239998","241443900","10","117"
"17","2014-03-24","67.190002","67.360001","57.98","60.009998","60.009998","431687900","15","133"
"18","2014-03-31","60.779999","63.91","56.32","56.75","56.75","387652400","41","104"
"19","2014-04-07","55.900002","63.18","55.439999","58.529999","58.529999","493979000","26","115"
"20","2014-04-14","60.09","60.580002","55.880001","58.939999","58.939999","347762000","21","115"
"21","2014-04-21","59.459999","63.650002","57.57","57.709999","57.709999","448174700","10","102"
"22","2014-04-28","58.049999","62.279999","54.66","60.459999","60.459999","396026000","15","114"
"23","2014-05-05","59.669998","61.349998","56.259998","57.240002","57.240002","294380000","10","119"
"24","2014-05-12","57.98","60.889999","57.310001","58.02","58.02","249276000","11","126"
"25","2014-05-19","57.889999","61.48","57.57","61.349998","61.349998","248451000","11","153"
"26","2014-05-26","61.619999","64.300003","61.57","63.299999","63.299999","191430500","25","117"
"27","2014-06-02","63.23","64.360001","62.049999","62.5","62.5","194521000","0","149"
"28","2014-06-09","62.400002","66.470001","61.790001","64.5","64.5","236346000","0","112"
"29","2014-06-16","64.160004","65.75","63.349998","64.5","64.5","175042000","19","144"
"30","2014-06-23","64.32","68","64.220001","67.599998","67.599998","230378000","31","112"
"31","2014-06-30","67.459999","68.440002","65.760002","66.290001","66.290001","127444000","13","150"
"32","2014-07-07","66.300003","66.589996","62.209999","66.339996","66.339996","232737000","18","112"
"33","2014-07-14","67.129997","68.459999","66.040001","68.419998","68.419998","192935800","24","128"
"34","2014-07-21","68.809998","76.739998","68.5","75.190002","75.190002","338457000","24","115"
"35","2014-07-28","75.169998","75.5","71.550003","72.360001","72.360001","207429000","12","133"
"36","2014-08-04","72.360001","74","71.790001","73.059998","73.059998","162092000","26","135"
"37","2014-08-11","73.459999","74.650002","72.220001","73.629997","73.629997","142329600","24","145"
"38","2014-08-18","74","75.580002","73.57","74.57","74.57","114569000","0","120"
"39","2014-08-25","74.940002","75.989998","73.730003","74.82","74.82","128238000","24","99"
"40","2014-09-01","75.010002","77.480003","74.82","77.260002","77.260002","123520000","23","116"
"41","2014-09-08","77.260002","78.360001","76.199997","77.480003","77.480003","145869800","23","104"
"42","2014-09-15","77.150002","78.300003","73.07","77.910004","77.910004","215816000","0","127"
"43","2014-09-22","77","78.940002","75.949997","78.790001","78.790001","165860000","29","90"
"44","2014-09-29","78.120003","79.709999","75.639999","77.440002","77.440002","184848000","11","101"
"45","2014-10-06","77.190002","77.949997","72.760002","72.910004","72.910004","168655000","23","101"
"46","2014-10-13","73.230003","76","70.32","75.949997","75.949997","285636000","23","125"
"47","2014-10-20","75.599998","80.82","75.379997","80.669998","80.669998","176119000","45","108"
"48","2014-10-27","80.739998","81.160004","72.900002","74.989998","74.989998","338315000","23","95"
"49","2014-11-03","75.470001","76.800003","73.650002","75.599998","75.599998","158123000","34","109"
"50","2014-11-10","75.360001","75.480003","73.540001","74.879997","74.879997","112752800","17","111"
