"","Date","Open","High","Low","Close","Adj.Close","Volume","Hit","News"
"51","2014-11-17","74.879997","75.660004","72.510002","73.75","73.75","117048200","11","99"
"52","2014-11-24","73.540001","78.269997","73.349998","77.699997","77.699997","103041300","24","113"
"53","2014-12-01","77.260002","77.309998","74.400002","76.360001","76.360001","103922900","48","143"
"54","2014-12-08","76.18","78.879997","74.779999","77.830002","77.830002","144856700","22","102"
"55","2014-12-15","78.459999","80","74.589996","79.879997","79.879997","167712100","18","97"
"56","2014-12-22","80.080002","82.169998","80","80.779999","80.779999","69594500","0","70"
"57","2014-12-29","80.489998","80.959999","77.699997","78.449997","78.449997","66618400","0","78"
"58","2015-01-05","77.980003","79.25","75.360001","77.739998","77.739998","121014800","23","100"
"59","2015-01-12","77.839996","78.080002","73.540001","75.18","75.18","126036300","22","101"
"60","2015-01-19","75.720001","78.190002","74.82","77.830002","77.830002","84184300","34","88"
"61","2015-01-26","77.980003","78.470001","74.209999","75.910004","75.910004","196620200","33","131"
"62","2015-02-02","76.110001","76.349998","73.75","74.470001","74.470001","125464000","21","112"
"63","2015-02-09","74.050003","76.870003","73.449997","75.739998","75.739998","88739900","32","113"
"64","2015-02-16","75.300003","80.339996","75.080002","79.900002","79.900002","130463700","22","108"
"65","2015-02-23","79.959999","81.370003","78.099998","78.970001","78.970001","130481100","16","102"
"66","2015-03-02","79","81.989998","78.519997","80.010002","80.010002","120738500","22","109"
"67","2015-03-09","79.68","79.910004","77.260002","78.050003","78.050003","96858500","11","94"
"68","2015-03-16","77.959999","84.599998","77.360001","83.800003","83.800003","164953600","28","109"
"69","2015-03-23","83.919998","86.07","82.139999","83.300003","83.300003","148537300","12","117"
"70","2015-03-30","83.809998","84.339996","80.870003","81.559998","81.559998","85984300","12","87"
"71","2015-04-06","80.800003","83.419998","80.800003","82.040001","82.040001","83953600","11","94"
"72","2015-04-13","81.93","83.940002","80.370003","80.779999","80.779999","106892900","17","98"
"73","2015-04-20","81.540001","85.589996","81.239998","81.529999","81.529999","204905200","56","96"
"74","2015-04-27","81.870003","82.93","78.110001","78.989998","78.989998","128787000","40","128"
"75","2015-05-04","79.330002","79.690002","77.050003","78.510002","78.510002","105359300","23","102"
"76","2015-05-11","78.480003","81.849998","76.790001","80.419998","80.419998","138179600","29","94"
"77","2015-05-18","80.330002","81.690002","79.459999","80.540001","80.540001","95596600","48","114"
"78","2015-05-25","80.43","81.07","78.879997","79.190002","79.190002","58598800","0","105"
"79","2015-06-01","79.300003","82.949997","78.660004","82.139999","82.139999","105644000","24","105"
"80","2015-06-08","81.82","82.900002","79.32","81.529999","81.529999","85018900","12","114"
"81","2015-06-15","80.550003","83.190002","80.07","82.510002","82.510002","100984900","18","117"
"82","2015-06-22","83.410004","89.400002","83.309998","88.010002","88.010002","186937800","0","111"
"83","2015-06-29","86.610001","87.949997","85.57","87.290001","87.290001","101143200","13","97"
"84","2015-07-06","86.489998","88.220001","85.230003","87.949997","87.949997","128485200","30","114"
"85","2015-07-13","88.660004","95.389999","88.419998","94.970001","94.970001","163296800","12","101"
"86","2015-07-20","95.849998","99.239998","94.809998","96.949997","96.949997","185477000","18","106"
"87","2015-07-27","96.580002","97.279999","91.800003","94.010002","94.010002","271190000","24","108"
"88","2015-08-03","93.529999","98.739998","92.800003","94.300003","94.300003","144762700","12","96"
"89","2015-08-10","95.68","95.900002","91.190002","94.419998","94.419998","104547200","24","125"
"90","2015-08-17","94.419998","96.099998","85.610001","86.059998","86.059998","171125700","0","103"
"91","2015-08-24","77.029999","91.480003","72","91.010002","91.010002","256503500","17","128"
"92","2015-08-31","90.599998","91.050003","86.5","88.260002","88.260002","150515500","11","126"
"93","2015-09-07","89.690002","92.080002","88.830002","92.050003","92.050003","107186000","35","122"
"94","2015-09-14","92.309998","95.510002","91.599998","94.400002","94.400002","145450300","22","112"
"95","2015-09-21","94.620003","96.489998","91.919998","92.769997","92.769997","145447900","28","97"
"96","2015-09-28","92.080002","92.290001","85.720001","92.07","92.07","186816200","16","108"
"97","2015-10-05","92.940002","94.269997","90.470001","93.239998","93.239998","120898000","22","121"
"98","2015-10-12","93.32","97.589996","92.669998","97.540001","97.540001","110153700","11","110"
"99","2015-10-19","97.18","102.849998","96.470001","102.190002","102.190002","145550000","16","104"
"100","2015-10-26","102.199997","105.120003","101.550003","101.970001","101.970001","127642000","32","111"
"101","2015-11-02","101.720001","110.650002","101.18","107.099998","107.099998","187032700","16","130"
"102","2015-11-09","107","109.870003","103.830002","103.949997","103.949997","127675400","22","132"
"103","2015-11-16","103.32","107.879997","100.470001","107.32","107.32","147603100","11","126"
"104","2015-11-23","107.190002","107.470001","104.389999","105.449997","105.449997","64538400","35","109"
"105","2015-11-30","105.839996","107.919998","103.349998","106.18","106.18","112055400","16","156"
"106","2015-12-07","106.480003","106.910004","101.910004","102.120003","102.120003","103236200","31","103"
"107","2015-12-14","102.290001","107.75","101.459999","104.040001","104.040001","126762800","22","107"
"108","2015-12-21","104.910004","106.110001","103.599998","105.019997","105.019997","56837400","19","79"
"109","2015-12-28","105.019997","107.739998","104.529999","104.660004","104.660004","61663300","18","94"
"110","2016-01-04","101.949997","103.769997","97.029999","97.330002","97.330002","166842000","23","151"
"111","2016-01-11","97.910004","100.580002","92.449997","94.970001","94.970001","186332600","22","135"
"112","2016-01-18","96.529999","98.07","89.370003","97.940002","97.940002","151064000","36","113"
"113","2016-01-25","98.720001","112.839996","94.230003","112.209999","112.209999","288273300","9","134"
"114","2016-02-01","112.269997","117.589996","103.18","104.07","104.07","278615500","35","142"
"115","2016-02-08","100.410004","105.110001","96.82","102.010002","102.010002","258965500","31","110"
"116","2016-02-15","103.800003","106","100.239998","104.57","104.57","151758600","22","134"
"117","2016-02-22","105.489998","109.449997","102.739998","107.919998","107.919998","152033900","18","131"
"118","2016-02-29","107.599998","110.550003","106.75","108.389999","108.389999","131558500","26","132"
"119","2016-03-07","108.07","109.419998","104.400002","109.410004","109.410004","123098600","26","139"
"120","2016-03-14","109.279999","112.690002","108.769997","111.449997","111.449997","120110800","27","126"
"121","2016-03-21","111.660004","113.190002","111.029999","113.050003","113.050003","73850200","23","135"
"122","2016-03-28","113.32","116.989998","112.949997","116.059998","116.059998","130380300","32","106"
"123","2016-04-04","114.07","114.889999","109.900002","110.629997","110.629997","161477200","31","132"
"124","2016-04-11","110.699997","112.650002","106.519997","109.639999","109.639999","203633900","18","138"
"125","2016-04-18","109.739998","114.040001","109.010002","110.559998","110.559998","131664500","22","117"
"126","2016-04-25","109.870003","120.790001","106.309998","117.580002","117.580002","220003200","26","125"
"127","2016-05-02","117.830002","119.639999","116.57","119.489998","119.489998","123934000","22","137"
"128","2016-05-09","119.540001","121.080002","118.900002","119.809998","119.809998","106556300","9","141"
"129","2016-05-16","119.379997","119.610001","115.879997","117.349998","117.349998","113707600","18","152"
"130","2016-05-23","117.419998","119.849998","115.940002","119.379997","119.379997","92590100","14","140"
"131","2016-05-30","119.459999","120.099998","117.82","118.470001","118.470001","65940500","10","118"
"132","2016-06-06","118.620003","119.43","116.260002","116.620003","116.620003","76723300","32","146"
"133","2016-06-13","115","115.480003","112.559998","113.019997","113.019997","113036700","9","155"
"134","2016-06-20","113.769997","115.209999","111","112.080002","112.080002","111618000","14","133"
"135","2016-06-27","111.57","115.18","108.230003","114.190002","114.190002","122085200","9","153"
"136","2016-07-04","113.940002","117.5","112.970001","117.239998","117.239998","73317400","35","151"
"137","2016-07-11","117.709999","118.720001","116.580002","116.860001","116.860001","80362700","29","138"
"138","2016-07-18","117.32","122.199997","116.889999","121","121","98680300","14","136"
"139","2016-07-25","121.389999","128.330002","117.779999","123.940002","123.940002","202768200","33","135"
"140","2016-08-01","123.849998","125.839996","122.07","125.150002","125.150002","108750600","10","119"
"141","2016-08-08","125.25","126.089996","124.18","124.879997","124.879997","69413500","20","128"
"142","2016-08-15","124.910004","124.919998","122.779999","123.559998","123.559998","71400800","31","95"
"143","2016-08-22","123.330002","125.190002","123.089996","124.959999","124.959999","68175200","15","108"
"144","2016-08-29","124.349998","126.860001","124.349998","126.510002","126.510002","73585700","18","112"
"145","2016-09-05","126.669998","131.979996","126.470001","127.099998","127.099998","97046500","14","131"
"146","2016-09-12","125.959999","129.179993","125.75","129.070007","129.070007","94156500","22","117"
"147","2016-09-19","129.910004","130.729996","127.300003","127.959999","127.959999","83975500","13","139"
"148","2016-09-26","127.370003","129.470001","126.800003","128.270004","128.270004","75684700","22","113"
"149","2016-10-03","128.380005","129.279999","127.550003","128.990005","128.990005","64338300","22","93"
"150","2016-10-10","129.679993","130.699997","126.75","127.879997","127.879997","74234200","18","125"
"151","2016-10-17","128.199997","132.130005","127.32","132.070007","132.070007","73864300","9","121"
"152","2016-10-24","132.720001","133.5","129.270004","131.289993","131.289993","85178600","18","102"
"153","2016-10-31","132.009995","132.119995","119.25","120.75","120.75","171699500","18","133"
"154","2016-11-07","122.830002","124.610001","115.269997","119.019997","119.019997","174943400","33","143"
"155","2016-11-14","119.129997","119.129997","113.550003","117.019997","117.019997","159933400","22","136"
"156","2016-11-21","118.199997","122.980003","117.800003","120.379997","120.379997","85835300","37","128"
"157","2016-11-28","120.120003","122.099998","114","115.400002","115.400002","135528600","24","134"
"158","2016-12-05","115.949997","119.940002","115.07","119.68","119.68","101153900","8","96"
"159","2016-12-12","119.220001","122.5","117.610001","119.870003","119.870003","118950500","8","118"
"160","2016-12-19","119.849998","120.360001","116.300003","117.269997","117.269997","67518700","9","117"
"161","2016-12-26","116.959999","118.68","114.769997","115.050003","115.050003","52757900","18","86"
"162","2017-01-02","116.029999","123.879997","115.510002","123.410004","123.410004","88332300","13","102"
"163","2017-01-09","123.550003","129.270004","123.040001","128.339996","128.339996","102099700","8","118"
"164","2017-01-16","128.039993","128.479996","126.779999","127.040001","127.040001","59733100","25","104"
"165","2017-01-23","127.309998","133.139999","126.949997","132.179993","132.179993","90047200","20","103"
"166","2017-01-30","131.580002","135.490005","129.520004","130.979996","130.979996","168057700","20","119"
"167","2017-02-06","130.979996","134.940002","130.300003","134.190002","134.190002","85578000","8","93"
"168","2017-02-13","134.699997","134.699997","132.550003","133.529999","133.529999","66225200","16","106"
"169","2017-02-20","133.5","136.789993","132.899994","135.440002","135.440002","73167400","16","100"
"170","2017-02-27","135.259995","137.820007","134.75","137.169998","137.169998","70131200","27","101"
"171","2017-03-06","136.880005","139.490005","136.509995","138.789993","138.789993","68309200","27","105"
"172","2017-03-13","138.710007","140.339996","138.490005","139.839996","139.839996","77450000","16","97"
"173","2017-03-20","139.710007","142.309998","137.600006","140.339996","140.339996","88737200","16","105"
"174","2017-03-27","139.050003","142.949997","138.770004","142.050003","142.050003","67889800","16","115"
"175","2017-04-03","141.929993","143.440002","140.240005","140.779999","140.779999","70592400","16","88"
"176","2017-04-10","141","141.429993","138.809998","139.389999","139.389999","48255600","8","77"
"177","2017-04-17","139.759995","144.25","139.75","143.679993","143.679993","70241300","24","113"
"178","2017-04-24","144.960007","151.529999","144.339996","150.25","150.25","86497000","32","93"
"179","2017-05-01","151.740005","153.600006","148.720001","150.240005","150.240005","130245200","12","99"
"180","2017-05-08","150.710007","152.589996","148.860001","150.330002","150.330002","66802200","17","103"
"181","2017-05-15","150.169998","151.479996","144.419998","148.059998","148.059998","97135100","22","101"
"182","2017-05-22","148.080002","152.589996","147.25","152.130005","152.130005","78154500","13","131"
"183","2017-05-29","151.970001","153.630005","150.300003","153.610001","153.610001","62634900","9","112"
"184","2017-06-05","153.639999","155.589996","146.610001","149.600006","149.600006","91421300","13","126"
"185","2017-06-12","148.169998","152.399994","144.559998","150.639999","150.639999","116339000","22","117"
"186","2017-06-19","151.710007","155.199997","151.710007","155.070007","155.070007","79842700","38","119"
"187","2017-06-26","156.25","156.5","148.919998","150.979996","150.979996","95769100","27","104"
"188","2017-07-03","151.720001","152.149994","147.800003","151.440002","151.440002","56764700","14","69"
"189","2017-07-10","151.690002","160.320007","151.509995","159.970001","159.970001","80086200","35","86"
"190","2017-07-17","160.25","165.699997","158.809998","164.429993","164.429993","96122400","18","78"
"191","2017-07-24","164.639999","175.490005","163.860001","172.449997","172.449997","161455400","13","90"
"192","2017-07-31","172","172.720001","166.910004","169.619995","169.619995","78869200","17","85"
"193","2017-08-07","169.949997","173.050003","166.850006","168.080002","168.080002","72620200","30","85"
"194","2017-08-14","170.089996","171.5","166.210007","167.410004","167.410004","69772900","43","92"
"195","2017-08-21","167.160004","169.869995","165.820007","166.320007","166.320007","59799900","25","102"
"196","2017-08-28","166.910004","172.919998","165","172.020004","172.020004","59717100","25","90"
"197","2017-09-04","171.270004","173.490005","169.550003","170.949997","170.949997","56165200","8","110"
"198","2017-09-11","172.399994","174","170.259995","171.639999","171.639999","63953800","16","99"
"199","2017-09-18","171.990005","173.050003","169.220001","170.539993","170.539993","61645200","12","121"
"200","2017-09-25","169.240005","171.660004","161.559998","170.869995","170.869995","111376500","16","94"
"201","2017-10-02","171.389999","172.369995","168.289993","172.229996","172.229996","61415600","24","104"
"202","2017-10-09","172.699997","174.880005","170.800003","173.740005","173.740005","61204500","20","93"
"203","2017-10-16","174.490005","176.740005","172.630005","174.979996","174.979996","66891900","41","103"
"204","2017-10-23","175.199997","178.210007","168.889999","177.880005","177.880005","84107200","16","93"
"205","2017-10-30","179.259995","182.899994","176.710007","178.919998","178.919998","138797700","24","119"
"206","2017-11-06","178.559998","180.75","177.089996","178.460007","178.460007","60415500","8","102"
"207","2017-11-13","177.5","179.979996","176.399994","179","179","57988600","20","93"
"208","2017-11-20","178.869995","183.149994","178.100006","182.779999","182.779999","44359000","13","82"
"209","2017-11-27","182.559998","184.25","172.339996","175.100006","175.100006","114147800","16","97"
"210","2017-12-04","176.289993","182.279999","169.009995","179","179","105188400","59","88"
"211","2017-12-11","179.300003","180.490005","176.600006","180.179993","180.179993","86692500","28","78"
"212","2017-12-18","181.009995","181.300003","176.229996","177.199997","177.199997","64134200","30","70"
"213","2017-12-25","176.630005","178.940002","174.669998","176.460007","176.460007","40792900","0","72"
"214","2018-01-01","177.679993","186.899994","177.550003","186.850006","186.850006","62493900","25","75"
"215","2018-01-08","187.199997","188.899994","177.399994","179.369995","179.369995","127813200","36","61"
"216","2018-01-15","181.5","182.369995","175.800003","181.289993","181.289993","114307600","20","74"
"217","2018-01-22","180.800003","190.660004","180.410004","190","190","106209700","23","84"
"218","2018-01-29","188.75","195.320007","181.839996","190.279999","190.279999","165475700","23","76"
"219","2018-02-05","186.929993","190.610001","167.179993","176.110001","176.110001","176854500","27","102"
"220","2018-02-12","177.059998","180.5","171.839996","177.360001","177.360001","124398600","23","97"
"221","2018-02-19","175.770004","183.389999","175.110001","183.289993","183.289993","81877200","23","68"
"222","2018-02-26","184.580002","185.660004","172.990005","176.619995","176.619995","95460000","23","76"
"223","2018-03-05","176.199997","185.509995","175.889999","185.229996","185.229996","86125600","12","93"
"224","2018-03-12","185.229996","186.100006","181.110001","185.089996","185.089996","90208100","27","92"
"225","2018-03-19","177.009995","177.169998","159.020004","159.389999","159.389999","451264800","94","186"
"226","2018-03-26","160.820007","162.850006","149.020004","159.789993","159.789993","324697100","73","153"
"227","2018-04-02","157.809998","161.570007","150.509995","157.199997","157.199997","212319900","48","121"
"228","2018-04-09","157.820007","168.649994","156.039993","164.520004","164.520004","207202700","87","123"
"229","2018-04-16","165.720001","169","163.389999","166.279999","166.279999","102160100","58","95"
"230","2018-04-23","167.270004","177.100006","156.190002","173.589996","173.589996","206613200","27","124"
"231","2018-04-30","173.789993","178.080002","170.229996","176.610001","176.610001","118904800","39","92"
"232","2018-05-07","177.350006","188.320007","177.110001","186.990005","186.990005","99836400","24","90"
"233","2018-05-14","187.710007","187.860001","182.220001","182.679993","182.679993","76022800","16","87"
"234","2018-05-21","183.770004","186.910004","182.179993","184.919998","184.919998","66212200","8","93"
"235","2018-05-28","184.339996","194.550003","183.710007","193.990005","193.990005","78225600","25","79"
"236","2018-06-04","191.839996","195","186.429993","189.100006","189.100006","91223300","33","86"
"237","2018-06-11","188.809998","197.279999","188.800003","195.850006","195.850006","81327200","24","83"
"238","2018-06-18","194.800003","203.550003","193.789993","201.740005","201.740005","101516800","17","73"
"239","2018-06-25","200","200.75","193.110001","194.320007","194.320007","95891100","8","77"
"240","2018-07-02","193.369995","203.639999","192.220001","203.229996","203.229996","66875400","21","89"
"241","2018-07-09","204.929993","208.429993","201.75","207.320007","207.320007","71208400","17","85"
"242","2018-07-16","207.5","211.5","204.839996","209.940002","209.940002","69277300","17","77"
"243","2018-07-23","210.580002","218.619995","173","174.889999","174.889999","334032300","100","102"
"244","2018-07-30","175.300003","178.850006","166.559998","177.779999","177.779999","196842800","29","84"
"245","2018-08-06","178.970001","188.300003","178.380005","180.259995","180.259995","146552500","42","78"
"246","2018-08-13","180.100006","182.610001","172.039993","173.800003","173.800003","125790500","29","78"
"247","2018-08-20","174.039993","175.550003","170.910004","174.649994","174.649994","90675800","17","87"
"248","2018-08-27","175.990005","179.789993","174.75","175.729996","175.729996","94608400","25","64"
"249","2018-09-03","173.5","173.889999","160","163.039993","163.039993","126851100","16","74"
"250","2018-09-10","163.509995","167.190002","160.339996","162.320007","162.320007","111957100","27","80"
"251","2018-09-17","161.919998","167.25","158.869995","162.929993","162.929993","127918500","24","65"
"252","2018-09-24","161.029999","171.770004","160.880005","164.460007","164.460007","133630300","36","72"
"253","2018-10-01","163.029999","165.880005","156.199997","157.330002","157.330002","137031800","32","74"
"254","2018-10-08","155.539993","160.589996","149.160004","153.740005","153.740005","134132800","24","82"
"255","2018-10-15","153.320007","160.490005","152.550003","154.050003","154.050003","93642000","29","97"
"256","2018-10-22","154.759995","157.339996","143.800003","145.369995","145.369995","115673300","32","87"
"257","2018-10-29","148.5","156.399994","139.029999","150.350006","150.350006","192315900","24","76"
"258","2018-11-05","150.100006","153.009995","144.070007","144.960007","144.960007","95988400","30","69"
"259","2018-11-12","144.479996","145.580002","137.770004","139.529999","139.529999","123323100","20","94"
"260","2018-11-19","137.610001","137.75","126.849998","131.729996","131.729996","123658000","21","77"
"261","2018-11-26","133","140.970001","131.850006","140.610001","140.610001","124824900","27","78"
